timestamp,latitude,longitude,temperatura,umidade,pressao,vento,chuva,luminosidade,indice_vegetacao,risco_label
2025-12-12 07:21:42.825278,-28.198243706250373,-53.03383839408471,42.78,56.15,1015.62,2.82,5.38,855.71,0.7,1
2025-12-12 08:21:42.825278,-21.682685960266014,-41.794591284703515,36.42,31.96,1019.04,1.7,14.43,1044.28,0.352,1
2025-12-12 09:21:42.825278,-28.57287004558326,-45.22767642029395,24.6,28.99,1012.82,18.65,1.53,484.5,0.86,1
2025-12-12 10:21:42.825278,2.785549605785711,-56.56197639635017,23.3,53.56,1021.76,30.59,6.48,428.44,0.229,0
2025-12-12 11:21:42.825278,-26.74140312679353,-37.56960605116683,29.11,65.2,1021.38,7.45,3.44,743.95,0.609,0
2025-12-12 12:21:42.825278,1.0480248492791056,-40.503111353559405,23.92,64.65,1015.52,0.09,1.4,521.42,0.923,0
2025-12-12 13:21:42.825278,-7.1813559174089825,-54.393267263486,30.84,40.51,1021.45,7.09,10.98,823.41,0.633,0
2025-12-12 14:21:42.825278,-6.983548769487982,-45.79228491661321,26.53,44.93,1001.33,65.02,4.0,503.15,0.605,1
2025-12-12 15:21:42.825278,-2.181604376042305,-47.4340726723702,32.96,54.71,1040.0,3.91,10.25,457.24,0.646,1
2025-12-12 16:21:42.825278,2.916050452352003,-36.15178557493532,26.66,74.28,1017.68,59.65,15.34,636.89,0.381,1
2025-12-12 17:21:42.825278,-0.21021649691000732,-52.076949871093056,18.91,64.28,997.05,49.52,9.53,490.91,0.581,1
2025-12-12 18:21:42.825278,-8.474747065529058,-35.24865374739342,28.35,37.14,1016.29,21.49,9.7,750.94,0.274,1
2025-12-12 19:21:42.825278,-1.6723595582520225,-39.74716513302048,22.37,70.3,1040.0,28.82,8.4,821.72,0.68,0
2025-12-12 20:21:42.825278,1.1501869636148214,-51.550121078711605,23.36,55.26,1006.18,11.28,6.26,664.74,0.687,0
2025-12-12 21:21:42.825278,-28.93249125213327,-59.06629528126964,18.32,50.56,1025.07,2.45,5.91,521.25,0.686,0
2025-12-12 22:21:42.825278,-8.19883334633499,-57.8663133751558,28.27,46.97,1037.73,23.31,29.79,764.11,0.145,1
2025-12-12 23:21:42.825278,-2.168483183095372,-53.229193718448144,29.12,44.15,1010.62,0.46,26.3,740.9,0.723,1
2025-12-13 00:21:42.825278,-15.686646945500554,-55.66764199822886,25.15,46.93,1033.19,19.43,2.63,722.9,0.974,0
2025-12-13 01:21:42.825278,-15.313997815027353,-53.80672526247106,34.19,85.34,1003.51,0.26,0.99,729.89,0.705,1
2025-12-13 02:21:42.825278,-13.40391598194362,-57.554145983724965,8.55,39.51,1008.97,9.15,7.65,425.4,0.462,1
2025-12-13 03:21:42.825278,-16.888558488073507,-44.35350210714409,28.78,83.26,1012.12,19.35,1.42,685.83,0.43,0
2025-12-13 04:21:42.825278,-29.072104131043236,-45.35561046816342,28.68,73.24,1031.03,11.03,6.31,427.19,0.52,0
2025-12-13 05:21:42.825278,3.6416697338369985,-37.36623395109841,31.53,65.62,1004.53,1.33,3.07,543.91,0.72,1
2025-12-13 06:21:42.825278,-25.86423103324203,-42.58157086589623,33.4,66.15,1021.75,5.96,1.56,763.33,0.699,1
2025-12-13 07:21:42.825278,4.667679970023563,-49.684558077214334,31.66,85.55,1004.9,7.5,21.36,610.82,0.77,1
2025-12-13 08:21:42.825278,-3.7195126272975934,-41.13642814788294,35.83,60.42,1020.18,8.87,0.09,594.15,0.615,1
2025-12-13 09:21:42.825278,3.2712501428144662,-45.664052796917844,27.22,43.64,1037.11,6.25,3.19,858.46,0.708,0
2025-12-13 10:21:42.825278,-2.2947334695953003,-40.259546430136155,27.93,42.05,1012.91,10.49,17.49,528.11,0.385,1
2025-12-13 11:21:42.825278,-24.995291128150747,-40.96223420706319,26.07,43.56,1014.92,1.58,9.66,565.21,0.596,0
2025-12-13 12:21:42.825278,-27.030680007018283,-35.33401053747062,19.31,31.85,1003.38,27.02,6.54,611.58,0.722,1
2025-12-13 13:21:42.825278,-26.1080881192847,-47.68437239272852,27.04,59.63,1008.54,1.04,1.01,708.09,0.385,0
2025-12-13 14:21:42.825278,-3.8884292257101833,-45.415780872571005,27.35,68.03,1020.28,4.56,26.42,577.78,0.595,1
2025-12-13 15:21:42.825278,-27.41712023426104,-46.15364288996698,28.08,60.49,1017.98,17.87,9.52,1037.57,0.397,0
2025-12-13 16:21:42.825278,-9.548999082691491,-37.47104973772528,41.14,43.83,1001.92,11.22,3.49,542.11,0.398,1
2025-12-13 17:21:42.825278,4.103818268315827,-35.34473138800993,28.9,66.84,1034.51,6.67,13.45,488.29,0.648,0
2025-12-13 18:21:42.825278,1.8824514572844855,-39.43656892692077,20.08,96.63,1026.15,78.56,1.3,565.55,0.207,1
2025-12-13 19:21:42.825278,3.9470039235111116,-38.94702692160728,36.12,57.71,1026.85,9.65,2.56,650.94,0.559,1
2025-12-13 20:21:42.825278,-3.0854404686821333,-36.380856752939295,25.3,72.46,999.19,55.44,7.45,624.37,0.692,1
2025-12-13 21:21:42.825278,-8.365511583973646,-51.04593204917899,21.25,66.65,1003.02,13.22,11.84,862.27,0.564,0
2025-12-13 22:21:42.825278,-10.683260642893007,-45.976550711615346,26.51,79.43,1019.74,21.92,1.92,896.35,0.762,0
2025-12-13 23:21:42.825278,-16.27145842150937,-49.06312694940677,17.45,54.61,1020.61,12.99,12.25,943.15,0.274,0
2025-12-14 00:21:42.825278,0.1827298061360807,-36.261984408558945,17.78,58.89,1016.61,12.21,3.19,644.11,0.289,0
2025-12-14 01:21:42.825278,-27.344783516196763,-56.77800695223377,32.02,67.33,1000.72,3.61,3.39,638.72,0.741,1
2025-12-14 02:21:42.825278,-6.635479151764049,-55.692003219959254,24.82,44.14,1010.72,4.16,3.62,463.66,0.943,0
2025-12-14 03:21:42.825278,-28.624075105561538,-40.01474002727393,28.21,46.01,1014.57,37.23,20.29,629.78,0.506,1
2025-12-14 04:21:42.825278,-1.7829552072428534,-41.29350774040854,24.82,48.48,1008.7,17.33,3.68,235.65,0.879,0
2025-12-14 05:21:42.825278,-28.716087898829073,-53.68907639139948,26.51,71.53,1015.74,12.9,6.08,626.97,0.359,0
2025-12-14 06:21:42.825278,-11.358395674074188,-53.93823740913176,23.46,31.55,1004.24,2.3,17.7,455.32,0.887,1
2025-12-14 07:21:42.825278,-2.379006648743161,-47.53894502677357,33.29,61.55,1001.66,15.91,10.95,463.3,0.512,1
2025-12-14 08:21:42.825278,-20.067843297044643,-50.922942590034125,33.56,98.19,995.22,1.93,1.33,751.33,0.42,1
2025-12-14 09:21:42.825278,-23.4701541582043,-52.872620782653826,25.08,60.97,1002.03,9.51,32.31,606.99,0.368,1
2025-12-14 10:21:42.825278,3.9314651646379133,-38.362321852650496,24.54,75.11,1018.01,47.71,6.51,474.04,0.216,1
2025-12-14 11:21:42.825278,-3.06774733828221,-55.32390628606191,31.26,44.73,990.34,12.75,2.22,696.75,0.369,1
2025-12-14 12:21:42.825278,-19.89793063659105,-45.469044464434695,27.6,35.78,1004.18,7.39,1.15,658.53,0.751,1
2025-12-14 13:21:42.825278,-21.087577083268265,-42.96243194440177,24.54,70.6,1029.3,11.48,4.25,753.87,0.509,0
2025-12-14 14:21:42.825278,-0.9283207274294796,-35.87432723333718,30.23,47.92,1013.04,15.38,14.75,621.98,0.618,0
2025-12-14 15:21:42.825278,-22.943043798328944,-55.908601428357386,25.53,67.89,1006.95,19.7,5.92,806.8,0.485,0
2025-12-14 16:21:42.825278,-16.26442124020776,-39.58501401321057,15.77,39.84,989.55,24.78,5.59,586.73,0.615,1
2025-12-14 17:21:42.825278,-16.5638072519376,-46.41117847215028,26.69,64.71,1021.25,2.24,22.48,383.85,0.779,1
2025-12-14 18:21:42.825278,-25.125477456781447,-40.1493702682426,31.8,100.0,1014.18,2.96,2.99,694.68,0.716,1
2025-12-14 19:21:42.825278,-28.826364784247723,-45.75275787821709,22.86,69.58,1016.0,7.54,13.77,601.42,0.354,0
2025-12-14 20:21:42.825278,-2.094662197715625,-56.25206431628065,32.54,41.56,1022.44,21.31,6.26,894.01,0.395,1
2025-12-14 21:21:42.825278,-23.6440799119501,-37.28873596665929,20.53,24.43,1029.95,11.16,23.54,700.39,0.325,1
2025-12-14 22:21:42.825278,-12.29389623904369,-44.71364411413381,28.66,74.52,1017.77,22.11,1.32,690.3,0.926,0
2025-12-14 23:21:42.825278,-15.15542650441649,-41.588894109381926,36.07,40.21,1010.49,75.41,14.61,660.03,0.769,1
2025-12-15 00:21:42.825278,-9.305359748927476,-50.024932403246744,27.05,51.46,999.85,13.88,20.19,352.13,0.292,1
2025-12-15 01:21:42.825278,-4.1874563161588085,-48.69455147775482,20.23,54.81,993.96,2.73,1.55,164.56,0.539,0
2025-12-15 02:21:42.825278,2.0196065373835026,-50.940152522084176,39.09,82.53,1008.77,1.61,46.14,450.83,1.0,1
2025-12-15 03:21:42.825278,-27.65232329140504,-41.250988240020554,28.36,63.96,1010.27,4.13,1.69,644.1,0.441,0
2025-12-15 04:21:42.825278,-10.230560335808427,-58.35728401429119,26.47,90.08,980.19,9.22,6.56,846.47,0.481,0
2025-12-15 05:21:42.825278,0.1624967354731055,-36.34711344665918,25.77,31.85,1002.67,18.59,4.2,818.42,0.804,1
2025-12-15 06:21:42.825278,-29.05164026237808,-54.450695951676266,32.33,37.42,1005.71,19.04,2.18,738.09,0.502,1
2025-12-15 07:21:42.825278,-4.720657385051929,-38.60758829734286,25.75,52.78,1025.91,19.85,1.84,756.76,0.488,0
2025-12-15 08:21:42.825278,-29.54493267712424,-57.862286728638296,29.96,34.98,1023.09,30.61,3.35,616.72,0.409,1
2025-12-15 09:21:42.825278,-9.339677011981728,-53.298408979428096,19.55,34.39,1033.06,14.46,4.58,687.98,0.531,1
2025-12-15 10:21:42.825278,-3.273797204408371,-56.49717060583869,27.77,82.07,1013.37,9.97,0.18,677.05,0.612,0
2025-12-15 11:21:42.825278,-7.828262306084845,-53.55280786416994,17.74,63.42,1009.79,74.89,5.97,552.84,0.394,1
2025-12-15 12:21:42.825278,-29.356326320838665,-37.142529835987524,29.18,40.43,1016.9,18.97,14.16,343.53,0.601,0
2025-12-15 13:21:42.825278,-8.98190988482213,-43.374083136343614,33.9,23.18,996.65,13.17,0.38,743.18,0.405,1
2025-12-15 14:21:42.825278,-27.102046622620573,-44.9211972633403,24.33,31.87,1000.92,22.85,2.82,406.7,0.36,1
2025-12-15 15:21:42.825278,-6.771509212307315,-36.579256516881046,43.79,42.83,1020.4,0.57,2.43,546.39,0.574,1
2025-12-15 16:21:42.825278,-12.627181347956729,-45.07892877707777,34.9,45.94,1011.58,20.99,4.56,968.74,0.692,1
2025-12-15 17:21:42.825278,-2.0204442360857264,-42.632588228639335,24.63,72.44,993.16,8.06,0.77,636.6,0.674,0
2025-12-15 18:21:42.825278,-23.520347490648312,-46.45247631554105,30.28,72.21,1018.72,21.21,15.13,844.54,0.536,1
2025-12-15 19:21:42.825278,-22.257669536313923,-35.30829980008383,18.03,68.59,1014.49,3.58,6.71,455.41,0.761,0
2025-12-15 20:21:42.825278,2.3538668381785612,-35.72354387086581,27.76,73.63,1012.34,6.92,14.12,655.36,0.569,0
2025-12-15 21:21:42.825278,-21.949690694930393,-56.98582785556803,25.23,64.44,1006.26,7.48,10.32,616.36,0.462,0
2025-12-15 22:21:42.825278,-11.117804766863198,-40.23192087902591,34.19,30.29,1015.2,4.77,0.2,810.13,0.566,1
2025-12-15 23:21:42.825278,2.8673694479513685,-40.03041910565837,34.39,49.65,1028.91,11.77,7.9,569.81,0.841,1
2025-12-16 00:21:42.825278,-15.252504920302544,-41.56044246027771,25.48,54.36,995.87,6.33,2.13,484.64,0.543,0
2025-12-16 01:21:42.825278,-16.548567349411144,-43.00881793267325,29.41,79.69,1009.43,52.12,5.04,447.91,0.626,1
2025-12-16 02:21:42.825278,4.690901914794182,-54.20820746541391,29.0,69.85,1015.47,4.72,1.55,1091.95,0.425,0
2025-12-16 03:21:42.825278,-2.714543425163633,-51.24686852083175,24.67,88.41,1005.15,21.43,1.34,550.6,0.677,0
2025-12-16 04:21:42.825278,-22.166383481208193,-46.57563942766466,37.29,95.92,1004.65,39.53,24.93,580.21,0.607,1
2025-12-16 05:21:42.825278,-7.0665306776342405,-46.22856573477152,30.01,56.46,1002.42,8.39,2.41,644.04,0.909,0
2025-12-16 06:21:42.825278,-27.163382443232322,-54.49541995125472,24.89,64.48,1011.8,11.79,7.18,863.91,0.452,0
2025-12-16 07:21:42.825278,-6.2694346604327755,-45.856700900105224,34.26,71.68,1007.69,28.74,8.59,797.69,0.651,1
2025-12-16 08:21:42.825278,-5.588498841575074,-42.99648070599249,36.29,72.97,1009.99,7.35,10.89,676.41,0.624,1
2025-12-16 09:21:42.825278,-0.8753037714790324,-47.31330665597909,25.64,63.82,1012.56,17.98,2.41,766.19,0.983,0
2025-12-16 10:21:42.825278,-2.7054111697099756,-57.32548402932604,29.5,91.55,1010.86,18.02,21.51,700.22,0.461,1
2025-12-16 11:21:42.825278,-19.466275156861432,-42.295697783867965,29.16,62.66,1003.6,7.64,7.76,549.39,0.625,0
2025-12-16 12:21:42.825278,-3.4607881424842084,-59.38532708852996,37.39,58.68,1005.34,5.75,46.81,988.61,0.26,1
2025-12-16 13:21:42.825278,-24.273166258291578,-40.12976128125177,14.81,39.58,1020.5,1.55,9.13,419.55,0.724,1
2025-12-16 14:21:42.825278,3.2802246787643625,-56.223552705477495,31.9,58.02,1034.16,9.12,2.56,457.38,0.541,1
2025-12-16 15:21:42.825278,1.2934721287697037,-54.25113485272284,29.46,34.97,1029.33,35.96,5.13,711.69,0.641,1
2025-12-16 16:21:42.825278,-3.017735437458178,-38.88041929707781,31.86,86.58,1014.36,28.66,5.25,777.62,0.415,1
2025-12-16 17:21:42.825278,-22.981634565488214,-47.71013633146408,38.81,62.56,1003.83,5.64,12.78,569.69,0.172,1
2025-12-16 18:21:42.825278,-29.593281103216476,-58.18882780513603,25.29,11.52,992.99,21.37,15.74,786.87,0.357,1
2025-12-16 19:21:42.825278,-21.528424444811538,-35.33343516832134,27.71,59.93,998.1,17.33,9.7,610.23,0.555,0
2025-12-16 20:21:42.825278,-18.573854211460286,-47.05720891538221,26.52,46.36,999.98,15.09,9.36,599.4,0.436,0
2025-12-16 21:21:42.825278,-24.13810962093256,-57.385803991639996,31.44,87.99,1023.1,0.58,22.02,660.73,0.421,1
2025-12-16 22:21:42.825278,-5.182881819217926,-38.22577190634786,33.37,72.7,1024.59,1.5,18.02,553.66,0.813,1
2025-12-16 23:21:42.825278,-14.168860041859496,-43.91055762008688,29.19,94.72,1014.37,1.53,0.5,532.74,0.453,0
2025-12-17 00:21:42.825278,0.5124248307270598,-54.519650316048896,31.14,48.53,1011.71,14.59,10.16,1035.61,0.558,1
2025-12-17 01:21:42.825278,-23.01601421747992,-42.99429393921771,28.72,54.85,991.98,36.49,10.39,563.03,0.865,1
2025-12-17 02:21:42.825278,-17.892275260856298,-50.72403092538493,29.35,80.94,1032.21,12.0,16.54,567.4,0.515,1
2025-12-17 03:21:42.825278,-20.311027096773195,-45.19124178516594,33.3,89.53,1028.56,23.78,1.13,738.93,0.602,1
2025-12-17 04:21:42.825278,-23.71109118954153,-54.06141687690306,27.85,83.45,1018.52,10.61,5.79,583.29,0.78,0
2025-12-17 05:21:42.825278,-24.276664459524202,-50.22296158370598,17.56,34.11,1025.93,26.73,1.12,641.55,0.645,1
2025-12-17 06:21:42.825278,-21.738233782873763,-58.16258131674968,28.46,34.34,1023.96,10.15,2.29,561.12,0.85,1
2025-12-17 07:21:42.825278,-24.153533223466756,-55.80951959279206,33.1,53.57,1036.92,33.46,13.11,835.45,0.598,1
2025-12-17 08:21:42.825278,-22.79555764871311,-57.2020095150568,27.57,59.26,1020.73,0.72,1.04,659.35,0.697,0
2025-12-17 09:21:42.825278,-18.93453632581373,-47.319129782790185,27.52,78.33,1016.16,10.92,5.8,1025.91,0.522,0
2025-12-17 10:21:42.825278,-25.11220608352905,-59.25066025318305,34.65,39.2,1019.35,63.07,0.79,460.39,0.425,1
2025-12-17 11:21:42.825278,0.38497890321268713,-55.57125526381535,39.48,77.4,1017.95,52.08,9.2,1082.61,0.538,1
2025-12-17 12:21:42.825278,0.4116744567551365,-45.73475633402926,34.63,83.74,1019.66,9.01,8.43,444.26,0.611,1
2025-12-17 13:21:42.825278,4.979480401973326,-58.7946990284861,23.47,58.72,1015.95,36.83,12.2,940.47,0.641,1
2025-12-17 14:21:42.825278,0.748044645547175,-49.89649195872418,35.14,35.45,1019.17,28.77,4.58,776.21,0.52,1
2025-12-17 15:21:42.825278,-10.942881571370265,-59.85603348754696,28.75,38.07,994.72,9.08,9.51,471.55,0.119,1
2025-12-17 16:21:42.825278,-21.68595541939854,-50.6687052092665,37.85,80.2,1003.74,8.6,15.92,1055.44,0.05,1
2025-12-17 17:21:42.825278,-29.10252769677475,-51.46880430934609,41.75,32.21,992.26,15.62,6.1,899.17,0.663,1
2025-12-17 18:21:42.825278,-1.545499144936727,-42.04692309433764,32.55,65.62,1013.25,1.12,21.8,638.73,0.399,1
2025-12-17 19:21:42.825278,-12.994488428478604,-53.5805858069873,26.32,40.23,998.76,29.24,6.2,815.3,0.236,0
2025-12-17 20:21:42.825278,-4.934726402188225,-53.184399981661656,22.11,55.51,1018.6,3.6,5.96,475.7,0.43,0
2025-12-17 21:21:42.825278,-10.144072312988374,-53.58593040746591,29.92,59.61,1018.63,29.52,6.39,672.54,0.464,0
2025-12-17 22:21:42.825278,3.2991169772329982,-44.95970449634172,28.29,60.81,1003.58,16.99,4.24,530.68,0.301,0
2025-12-17 23:21:42.825278,-2.6816069664648374,-53.1298491112966,23.84,54.1,1026.97,19.82,0.8,499.64,0.979,0
2025-12-18 00:21:42.825278,-9.468703788858406,-55.79964480637842,31.8,68.28,1009.78,0.43,8.22,626.63,0.743,1
2025-12-18 01:21:42.825278,-21.881851635940862,-50.22735010236213,41.26,58.23,1040.0,79.29,1.17,505.34,0.878,1
2025-12-18 02:21:42.825278,-15.013013477603483,-42.060055858545596,31.41,92.57,1007.45,1.61,17.97,613.36,0.434,1
2025-12-18 03:21:42.825278,-22.06702592205542,-51.12509235420157,21.91,60.68,1002.76,1.26,12.89,692.08,0.239,0
2025-12-18 04:21:42.825278,0.8027680646510404,-43.72806577382015,16.04,67.48,1026.73,92.51,8.67,432.26,0.885,1
2025-12-18 05:21:42.825278,-13.717803570069865,-58.49644143498037,30.51,71.17,1012.91,3.47,9.37,680.48,0.267,0
2025-12-18 06:21:42.825278,-26.616324262364813,-48.740726593545375,23.59,84.72,1025.1,47.16,2.14,759.64,0.332,1
2025-12-18 07:21:42.825278,4.736922575543133,-36.82497580189262,26.1,84.26,1013.7,13.25,7.82,684.57,0.488,0
2025-12-18 08:21:42.825278,-25.530028072766783,-39.34830924368679,32.25,79.13,1002.57,1.65,22.11,410.38,0.183,1
2025-12-18 09:21:42.825278,-16.105646902400082,-48.81993648737911,31.05,67.77,1040.0,45.33,5.5,664.73,0.53,1
2025-12-18 10:21:42.825278,-16.6781847283197,-38.05064198887327,29.6,66.43,1003.98,1.52,4.13,828.57,0.657,0
2025-12-18 11:21:42.825278,-17.886509571177506,-35.60974497850213,22.61,81.72,1017.7,2.56,15.84,645.5,0.714,1
2025-12-18 12:21:42.825278,-8.781147178715791,-40.879754977425115,28.06,33.76,999.22,8.25,0.56,595.06,0.561,1
2025-12-18 13:21:42.825278,3.8037756403627014,-49.187553041746696,31.18,61.29,988.29,10.42,0.89,432.25,0.67,1
2025-12-18 14:21:42.825278,-8.314421578575963,-43.74497269004617,26.72,89.81,1013.78,74.08,2.19,589.32,0.427,1
2025-12-18 15:21:42.825278,-5.774353040705382,-58.44270504674843,26.19,63.21,1012.04,30.27,7.64,820.92,0.253,0
2025-12-18 16:21:42.825278,-11.553548763092191,-49.34791540274071,19.8,55.5,997.96,31.64,10.58,325.64,0.435,0
2025-12-18 17:21:42.825278,-29.328270311193016,-53.50466978137415,12.45,49.08,1016.7,13.79,1.94,647.24,0.666,0
2025-12-18 18:21:42.825278,-26.159233046287376,-46.301012775657675,35.18,56.83,1011.67,2.93,3.14,482.01,0.515,1
2025-12-18 19:21:42.825278,-16.843910019898075,-50.138093035749115,38.27,89.42,1009.49,40.08,24.87,529.57,0.758,1
2025-12-18 20:21:42.825278,-5.915285286971024,-49.0599218986152,32.07,50.24,1037.89,19.38,18.04,540.97,0.81,1
2025-12-18 21:21:42.825278,-27.66717858037585,-47.0397994513699,37.37,69.2,1003.87,12.92,9.12,584.24,0.587,1
2025-12-18 22:21:42.825278,-27.50601452821595,-59.69728811912781,19.92,40.57,1026.4,19.49,1.64,531.76,0.787,0
2025-12-18 23:21:42.825278,-20.72337500862486,-59.47637597422718,32.31,79.92,1002.92,17.64,3.85,591.92,0.5,1
2025-12-19 00:21:42.825278,-8.474546118639669,-40.6341554840553,30.74,100.0,1004.28,70.39,7.37,817.01,0.856,1
2025-12-19 01:21:42.825278,-1.588057416845185,-43.58803481671244,31.05,52.7,1001.93,47.38,2.04,461.93,0.157,1
2025-12-19 02:21:42.825278,-14.620825360694173,-44.676510437636864,26.67,54.46,1015.69,6.06,13.54,796.83,0.517,0
2025-12-19 03:21:42.825278,-3.5735324938802613,-48.4865125681465,29.7,69.82,1020.82,26.97,8.54,682.58,0.291,0
2025-12-19 04:21:42.825278,4.463440883357784,-36.56529833757203,30.4,46.97,1005.66,12.69,14.7,755.55,0.612,0
2025-12-19 05:21:42.825278,-9.337830833942949,-47.290986327093,38.21,71.31,990.87,21.02,16.53,882.16,0.685,1
2025-12-19 06:21:42.825278,-24.397492776589946,-48.46106313950526,26.75,42.99,1005.03,14.58,10.57,755.94,0.311,0
2025-12-19 07:21:42.825278,-17.56154009599912,-40.40520538786507,30.67,57.32,1012.18,25.76,0.29,508.72,0.68,0
2025-12-19 08:21:42.825278,3.5325718041783105,-50.801481217447886,22.68,51.25,1020.67,100.96,3.67,582.89,0.895,1
2025-12-19 09:21:42.825278,1.0168523162776069,-45.1738916453304,25.6,31.63,990.87,21.41,0.03,375.38,0.803,1
2025-12-19 10:21:42.825278,-2.2030934053020523,-57.6752340044217,24.69,100.0,1005.23,15.61,6.59,683.22,0.962,0
2025-12-19 11:21:42.825278,-6.323622197077324,-39.87527500798076,35.25,75.57,1005.39,12.41,0.64,619.37,0.459,1
2025-12-19 12:21:42.825278,-2.528605801098635,-42.3079766314771,28.53,89.55,998.3,7.16,4.55,615.14,0.533,0
2025-12-19 13:21:42.825278,-9.06211470776914,-41.60842214402025,27.27,39.52,1034.25,18.2,12.32,609.23,0.358,1
2025-12-19 14:21:42.825278,-0.6069200027533981,-50.4041762016739,39.31,90.86,1006.13,7.33,0.21,448.47,0.578,1
2025-12-19 15:21:42.825278,-19.544604924392942,-36.48301887211649,17.39,50.68,992.86,37.11,14.76,742.45,0.443,1
2025-12-19 16:21:42.825278,-13.963458964173757,-47.92577819786612,27.83,95.45,1031.94,26.11,1.38,567.72,0.35,0
2025-12-19 17:21:42.825278,-3.7018719889834024,-43.57612109332151,29.81,58.0,1009.56,5.46,2.27,609.23,0.623,0
2025-12-19 18:21:42.825278,-20.481759585497915,-41.01504343955091,36.96,54.58,1011.74,0.62,0.52,515.5,0.065,1
2025-12-19 19:21:42.825278,-17.842983580940505,-37.50416635781819,33.3,61.34,1018.19,49.71,0.43,368.74,0.444,1
2025-12-19 20:21:42.825278,-4.421266225674458,-35.46757273756883,32.77,34.91,1015.52,11.22,28.61,405.82,0.227,1
2025-12-19 21:21:42.825278,-26.006647528922333,-56.21882928162664,34.99,45.31,1002.28,34.22,6.59,467.15,0.562,1
2025-12-19 22:21:42.825278,0.10488926723022374,-41.92964241978791,29.06,52.66,1002.07,11.03,5.3,665.51,0.637,0
2025-12-19 23:21:42.825278,-13.819655364978747,-49.70586146038729,33.42,72.38,1036.69,1.16,5.75,617.08,0.825,1
2025-12-20 00:21:42.825278,-28.181519785600607,-40.34304501539917,24.12,44.02,1006.21,25.45,5.86,478.4,0.615,0
2025-12-20 01:21:42.825278,0.785364923303522,-38.23553937384983,26.49,54.16,993.24,75.58,11.83,808.96,0.534,1
2025-12-20 02:21:42.825278,-11.145437071655003,-47.55468729914274,29.79,44.96,1006.88,26.9,26.7,856.72,0.573,1
2025-12-20 03:21:42.825278,-19.95017146703986,-40.178639524154015,19.37,97.47,1024.96,28.78,4.03,662.21,0.721,0
2025-12-20 04:21:42.825278,-24.47158120076282,-42.602522045779935,24.14,80.6,1007.98,3.67,17.95,577.34,0.359,1
2025-12-20 05:21:42.825278,-14.588680357107785,-44.617549373254946,30.54,60.48,1028.95,61.47,4.33,458.77,0.636,1
2025-12-20 06:21:42.825278,0.8674715406625388,-49.31275780198462,35.12,100.0,1018.96,1.49,10.52,708.64,0.618,1
2025-12-20 07:21:42.825278,-1.332777014842037,-46.48015612536139,26.23,39.87,1025.68,11.47,13.79,268.07,0.428,1
2025-12-20 08:21:42.825278,-12.702564346239505,-39.29376868906954,22.0,49.9,1022.09,1.91,2.19,748.41,0.472,0
2025-12-20 09:21:42.825278,-14.237715738310557,-41.27934157591734,22.47,84.34,1030.26,7.82,14.73,722.67,0.545,0
2025-12-20 10:21:42.825278,-7.805025159649212,-56.84338146088743,20.93,83.75,1006.42,3.46,15.49,686.21,0.667,1
2025-12-20 11:21:42.825278,-20.225336904095634,-43.92795224853231,25.15,62.53,1035.27,6.56,1.91,742.5,0.586,0
2025-12-20 12:21:42.825278,0.4921568792068207,-40.84838058661744,31.81,82.19,1016.92,20.0,6.58,606.57,0.523,1
